Customer ID,Name,Gender,Age,Income (USD),Income Stability,Profession,Loan Amount Request (USD),Dependents,Property ID,Location,Property Price,Loan Sanction Amount (USD)
C-5283,Vera Hu,F,36,1044.89,Low,Working,42955.1,1,369,Semi-Urban,58740.48,0
C-43208,Steve Armitage,M,21,2458.46,Low,Commercial associate,158654.64,2,99,Semi-Urban,192507.62,0
C-47935,Gertrud Siegfried,M,48,2095.34,Low,Commercial associate,104721.48,2,72,Rural,126771.72,0
C-38539,Shelby Caudill,M,38,1448.24,Low,Commercial associate,53311.6,1,6,Semi-Urban,63976.31,0
C-49338,Bonny Pitcock,F,20,1681.3,Low,Commercial associate,145851.29,2,29,Urban,183357.91,0
C-8456,Vera Capote,M,57,2077.86,Low,Working,80034.07,4,570,Semi-Urban,95382.01,0
C-27565,Pennie Keltz,M,36,3498.42,Low,Working,38376.13,0,391,Rural,63805.02,0
C-45083,Narcisa Hernandes,F,23,2418.29,Low,Commercial associate,92178.64,2,213,Semi-Urban,151303.36,0
C-45560,Pauletta Wilburn,F,45,1271.77,Low,Working,105203.55,2,52,Semi-Urban,163486.36,0
C-35111,Alyson Trollinger,F,31,2014.31,Low,Working,47226.28,2,429,Semi-Urban,67774.83,0
C-41978,Jani Krogh,F,58,2469.52,Low,Working,121175.64,2,209,Semi-Urban,193671.05,0
C-42321,Humberto Mccarron,M,18,2556.34,Low,Commercial associate,173750.77,1,396,Semi-Urban,301633.4,0
C-41368,Dwain Allinder,F,55,2490.12,Low,Working,63919.84,2,487,Rural,79373.51,0
C-33007,Jacklyn Beauchesne,M,47,3197.7,Low,Commercial associate,80582.87,3,871,Semi-Urban,95899.81,0
C-41630,Janel Mummert,M,58,3088.15,Low,Commercial associate,70021.18,2,372,Semi-Urban,104459.71,0
C-42718,Franchesca Brandel,F,42,928.01,Low,Working,27175.17,3,647,Semi-Urban,40378.89,0
C-45356,Alesha Shepherd,M,42,2109.85,Low,Working,31684.89,1,18,Rural,40615.03,0
C-47752,Adina Krings,F,47,1535.63,Low,Working,45369.57,2,731,Semi-Urban,64099.96,0
C-32570,William Bowerman,F,56,2813.76,Low,Working,84155.58,2,337,Rural,126051.49,0
C-47777,Laureen Huggett,F,20,2646.45,Low,Commercial associate,76996.18,4,422,Semi-Urban,97837.36,0
C-44976,Mariana Canales,M,37,5739.71,Low,Commercial associate,298376.02,1,454,Semi-Urban,539721.83,0
C-42729,Colby Yarber,F,42,4047.45,Low,Working,213379.49,3,103,Rural,295055.74,0
C-36704,Chu Burkley,F,62,1583.73,Low,Working,86433.17,2,496,Rural,155382.64,0
C-48452,Keva Spalla,M,18,1053.8,Low,Working,101889.46,5,938,Semi-Urban,150556.64,0
C-49626,Kayleen Sholtis,F,33,2941.1,Low,Working,200631.36,2,215,Urban,252590.45,0
C-21604,Enola Hartig,M,55,2960.01,Low,State servant,41964.93,3,534,Semi-Urban,74335.57,0
C-49421,Vannesa Armbruster,F,62,3477.49,Low,State servant,182793.05,2,436,Semi-Urban,245380.26,0
C-49002,Rufus Augusta,F,24,1131.6,Low,Working,117214.21,3,508,Rural,156161.56,0
C-47428,Torri Barberio,M,53,3479.24,Low,Working,192307.99,3,766,Semi-Urban,235913.95,0
C-46120,Odessa Devaney,M,56,4953.06,Low,Commercial associate,94702.47,1,185,Semi-Urban,157037.91,0
C-49765,Pennie Howey,M,22,1002.03,Low,Working,26864.17,4,649,Semi-Urban,44511.92,0
C-39324,Sebastian Pitcher,F,38,2261.1,Low,Working,89732.25,2,601,Urban,147924.29,0
C-41490,Brinda Dinkins,M,21,2474.81,Low,Working,175798.4,2,301,Semi-Urban,205478.18,0
C-16781,Tyesha Brook,F,48,2243.21,Low,Commercial associate,25444.94,1,642,Urban,45801.89,0
C-44229,Mellissa Armbruster,F,47,1671.1,Low,Commercial associate,66108.62,1,326,Semi-Urban,95924.65,0
C-43359,Lynn Braithwaite,M,61,1621.84,Low,Commercial associate,69956.51,2,106,Semi-Urban,132528.82,0
C-48703,Leeanne Yarber,F,52,1488.02,Low,Working,35096.02,4,384,Semi-Urban,48236.4,0
C-34211,Franklin Mccleery,F,43,1305.73,Low,Working,26984.17,1,823,Semi-Urban,34775.42,0
C-48610,Lorie Hiemstra,F,48,3091.31,Low,Working,25690.88,2,324,Semi-Urban,38519.07,0
C-43747,Albertina Mast,M,32,1586.62,Low,Working,129570,1,508,Rural,237462.46,0
C-49733,Hal Youngquist,F,18,2115.41,Low,Working,171182.25,3,442,Semi-Urban,260633.43,0
C-7886,Candy Lachowicz,M,48,1532.23,Low,Working,27075.73,1,31,Semi-Urban,30372.78,0
C-45843,Myrtice Liebold,M,18,1726.92,Low,Commercial associate,100087.39,2,633,Semi-Urban,120082.75,0
C-2596,Stella Mcgrew,M,25,2331.4,Low,Working,91696.75,3,230,Semi-Urban,153896.1,0
C-48960,Bert Eide,F,18,5558.39,Low,Working,132226.85,2,500,Urban,155943.73,0
C-46541,Nilda Maciel,M,61,2325.18,Low,State servant,96278.57,2,73,Semi-Urban,169608.28,0
C-18384,Emmy Sevilla,F,41,1274.06,Low,Commercial associate,66838.21,2,631,Semi-Urban,119222.38,0
C-8870,Colby Haan,M,56,2745.52,Low,Working,26577.72,0,559,Semi-Urban,45437.95,0
C-47511,Yee Pullum,M,28,2823.24,Low,Working,124541.25,3,249,Rural,228548.87,0
C-2815,Kiyoko Liz,F,21,1896.14,Low,Working,78035.97,0,981,Semi-Urban,91024.65,0
C-15149,Nelly Rounds,M,60,2516.12,Low,State servant,218109.54,3,396,Semi-Urban,285351.95,0
C-48317,Ivory Au,F,58,1978.86,Low,Working,36983.79,2,303,Rural,52505.54,0
C-42602,Chu Homan,M,56,1038.49,Low,Working,62632.76,1,349,Semi-Urban,101650.21,0
C-47990,Houston Stebbins,M,18,2068.68,Low,State servant,178106.37,4,124,Urban,269723.77,0
C-49762,Shyla Mccaster,M,58,1365.65,Low,Working,19204.91,2,558,Semi-Urban,33540.97,0
C-44472,Krystin Sears,M,40,820.54,Low,Working,90133.44,4,77,Semi-Urban,113265.91,0
C-44970,Earlie Crochet,F,18,1955.58,Low,Working,26542.24,3,693,Rural,42491.36,0
C-48305,Pam Angeles,F,28,1741.57,Low,Working,40723.22,1,157,Rural,56705.3,0
C-46044,Lorean Davilla,M,31,3518.82,Low,Commercial associate,208541.85,2,989,Semi-Urban,286175.24,0
C-44495,Enola Motz,M,18,3335.82,Low,Commercial associate,58248.59,4,667,Semi-Urban,82024.86,0
C-47193,Brendon Shiner,M,38,946.86,Low,Working,21513.2,2,31,Semi-Urban,32388.89,0
C-43055,Solomon Seaver,F,53,2681.08,Low,Working,23027.84,2,535,Semi-Urban,39437.17,0
C-33122,Ivory Mellon,M,18,2481.91,Low,Working,159027.95,1,824,Semi-Urban,199618.57,0
C-43450,Sheron Julian,M,27,1968.11,Low,Working,78800.61,4,414,Semi-Urban,108116.73,0
C-28691,Noelle Curry,F,21,1788.37,Low,Commercial associate,116237.72,1,803,Semi-Urban,133861.53,0
C-45914,Hilary Bartley,F,57,2321.71,Low,Commercial associate,73982.94,3,497,Semi-Urban,113135.24,0
C-48483,Fumiko Mendelsohn,F,30,1927.1,Low,Working,176486.98,2,48,Semi-Urban,315703.69,0
C-22731,Yang Guarino,M,18,1410.95,Low,Working,50763.26,1,971,Semi-Urban,64762.77,0
C-48742,Noelle Joshi,M,46,1344.42,Low,Working,46630.77,2,298,Semi-Urban,56761.14,0
C-4070,Bill Torgeson,F,38,1910.08,Low,Commercial associate,96856.81,1,789,Urban,120897.8,0
C-44324,Ira Litz,M,37,3045.66,Low,Commercial associate,159027.01,3,846,Semi-Urban,207310.55,0
C-46119,Keva Reinbold,F,65,3519.04,High,Pensioner,119349.48,2,254,Semi-Urban,179058.49,0
C-41746,Arlen Mattison,M,64,3399.02,Low,Commercial associate,13297.12,4,741,Semi-Urban,15051.04,0
C-26053,Enola Stutts,F,18,2102.77,Low,Working,117638.05,1,134,Semi-Urban,213361.69,0
C-45093,Shaquana Monsen,M,28,1031.12,Low,Working,15770.88,2,264,Semi-Urban,18897.59,0
C-48971,Illa Whitcomb,M,58,3408.82,Low,Working,126175.19,4,622,Semi-Urban,221508.89,0
C-36359,Lolita Genovese,M,26,2640.35,Low,Commercial associate,53253.97,2,431,Rural,66943.05,0
C-43599,Sallie Granado,F,25,2371.31,Low,Working,153811.37,3,54,Semi-Urban,182046.18,0
C-37695,Kizzy Ellenwood,M,47,3070.66,Low,Working,134210.2,3,820,Rural,223127.09,0
C-44605,Deborah Asbill,M,65,1536.4,High,Pensioner,79150.58,2,82,Rural,129575.9,0
C-48711,Nana Twilley,F,63,1252.67,Low,State servant,34376.77,3,84,Rural,42349.8,0
C-45702,Keva Furness,M,63,1684.82,Low,Commercial associate,34970.92,2,347,Semi-Urban,55089.68,0
C-45646,Milford Seeber,F,62,2881.76,Low,Working,146309.95,2,596,Semi-Urban,192644.9,0
C-43899,Meghann Garibaldi,F,59,2793.52,Low,Working,37896.67,2,403,Rural,67941.81,0
C-43477,Kelsie Reeser,M,30,2567.96,Low,Working,192707.05,3,857,Rural,348066.47,0
C-49005,Wan Pesqueira,M,62,2720.51,Low,State servant,150244.67,4,207,Rural,284991.11,0
C-47787,Leeanne Mcgrew,M,34,988.54,Low,Working,50358.22,4,813,Rural,93066.82,0
C-42949,Sheron Fitzhugh,M,19,1992.14,Low,Commercial associate,25148.51,2,89,Semi-Urban,32626.16,0
C-43900,Barbie Bays,M,47,4251.22,Low,Commercial associate,49032.72,5,53,Semi-Urban,85798.87,0
C-39618,Kiyoko Simmers,M,44,5207.47,Low,Commercial associate,137775.73,4,580,Semi-Urban,247830.94,0
C-25749,Jenette Stupka,M,51,2477.75,Low,Working,117886.4,1,828,Semi-Urban,194923.29,0
C-42537,Ranae Polen,M,27,2237.49,Low,Working,76878.49,3,883,Rural,87929.14,0
C-31497,Kyla Arnott,F,62,2314.65,Low,Working,45512.82,3,130,Semi-Urban,83746.52,0
C-49329,Damaris Ratliff,F,37,2584.37,Low,State servant,41934.81,2,664,Semi-Urban,75553.45,0
C-46551,Grace Bjornson,M,44,2632.66,Low,Working,80900.41,3,829,Semi-Urban,152449.58,0
C-43884,Leeanna Spinelli,M,61,1298.3,Low,Working,96826.8,1,926,Rural,166673,0
C-5768,Sandee Greely,M,36,4105.5,Low,Commercial associate,27925.13,1,911,Urban,50016.87,0
C-42051,Elva Terrell,M,18,1857.06,Low,Commercial associate,17690.05,1,212,Semi-Urban,27725.05,0
C-23981,Rebecka Pritt,M,37,1826.46,Low,Working,96119.47,2,12,Rural,143653.88,0
C-42089,Angelyn Ogan,M,65,2431.15,High,Pensioner,30584.71,1,768,Rural,56257.56,0
C-41397,Houston Vita,F,39,3545.18,Low,Commercial associate,78838.84,3,608,Semi-Urban,138573.29,0
C-45475,Elna Melnyk,F,34,2955.52,Low,Working,92705.46,2,726,Semi-Urban,141747.9,0
C-35781,Kerri Messmer,F,56,6285.48,Low,Commercial associate,110591.69,1,294,Semi-Urban,207514.47,0
C-48721,Alaina Rodenberger,M,47,973.62,Low,Working,35386.26,4,86,Semi-Urban,66440.74,0
C-28329,Jeanice Hollifield,F,65,1260.64,High,Pensioner,36485.77,1,719,Semi-Urban,52151.56,0
C-48361,Elna Jacobo,F,39,3053.58,Low,Commercial associate,103481.63,5,588,Semi-Urban,164798.22,0
C-37744,Pauletta Arnhold,M,20,3045.15,Low,Working,67609.33,3,500,Rural,114300.66,0
C-41973,Franklin Abdalla,M,25,1688.62,Low,Commercial associate,38694.21,1,647,Rural,62152.62,0
C-48816,Joyce Cruickshank,F,18,1535.62,Low,Working,23218.12,2,259,Semi-Urban,25781.24,0
C-46687,Jennell Fultz,F,34,2267.26,Low,Working,47979.91,2,315,Rural,82363.09,0
C-49405,Darlena Pfeil,M,19,1270.87,Low,Working,106261.47,4,988,Semi-Urban,117461.06,0
C-32417,Luciano Krieger,F,62,1261.24,Low,State servant,121680.8,3,562,Rural,196429.09,0
C-38291,Eufemia Laughridge,F,59,2201.14,Low,Working,29109.69,2,705,Semi-Urban,41759.08,0
C-43352,Cecile Right,F,34,2464.13,Low,Working,79211.32,2,601,Semi-Urban,107514.33,0
C-44344,Sallie Slaugh,F,31,1758.46,Low,Working,127320.18,2,557,Semi-Urban,234785.94,0
C-42753,Luciano Mackin,M,18,1707.08,Low,Commercial associate,39925.02,3,495,Urban,47699.25,0
C-45347,Bryce Pawlik,F,22,2230.79,Low,Working,57287.75,3,972,Rural,70739.78,0
C-38529,Raisa Dunmire,M,18,2096.89,Low,Working,154749.38,1,263,Semi-Urban,218006.54,0
C-46928,Mechelle Then,F,65,1155.53,High,Pensioner,92521.97,1,511,Semi-Urban,139257.92,0
C-32880,Ferne Jewell,F,40,1224.47,Low,Commercial associate,39195.55,2,887,Semi-Urban,67611.61,0
C-32663,Dominick Nosal,M,48,2426.47,Low,Commercial associate,50322.85,1,715,Semi-Urban,62275.81,0
C-43516,Milagros Necessary,F,42,3764.05,Low,Working,155810.28,4,670,Semi-Urban,181039.44,0
C-49965,Marylouise Alameda,F,60,2013.06,Low,Working,74329.34,2,642,Semi-Urban,84492.67,0
C-46563,Keitha Hinkle,F,28,1703.62,Low,Working,117705.68,4,455,Semi-Urban,162877.46,0
C-46906,Josette Omalley,F,64,1519.61,Low,Working,80558.06,2,403,Semi-Urban,142195.76,0
C-49273,Lacey Curry,M,27,6789.27,Low,Working,197283.23,3,897,Semi-Urban,254015.86,0
C-47221,Rex Fripp,M,44,2676.64,Low,Working,40368.03,2,999,Semi-Urban,44463.32,0
C-46196,Pennie Escalera,F,64,1621.6,Low,Working,67412.68,4,419,Semi-Urban,75195.65,0
C-44978,Delcie Krings,M,64,2037.95,Low,Working,18780.44,2,689,Rural,29202.15,0
C-44371,Julius Mcpeak,M,62,1887.33,Low,Working,58755.13,2,599,Semi-Urban,74356.35,0
C-41927,Tandra Enciso,M,28,4346.03,Low,Commercial associate,191350.82,2,235,Semi-Urban,290879.65,0
C-48955,Alan Carn,F,19,1351.18,Low,Working,45106.5,4,102,Rural,82755.99,0
C-2937,Francis Cao,F,42,2566.16,Low,Commercial associate,75645.34,4,604,Semi-Urban,104200,0
C-45720,Lolita Castilleja,F,62,661.8,High,Pensioner,41961.56,1,457,Rural,63341.03,0
C-42475,Gina Earles,M,22,3898.67,Low,Commercial associate,39664.71,1,335,Semi-Urban,59080.34,0
C-46276,Valentina Pawlik,M,35,2647.17,Low,State servant,48311.33,1,148,Semi-Urban,76062.77,0
C-48308,Migdalia Fitzhugh,F,39,1261.15,Low,Commercial associate,35361.03,4,752,Semi-Urban,59620.92,0
C-44045,Cyrus Saraiva,M,37,3500.43,Low,Working,101969.36,2,447,Semi-Urban,155397.22,0
C-49114,Krystina Jacobi,M,18,2643.74,Low,Working,25272.64,2,320,Semi-Urban,34464.82,0
C-45706,Illa Bogner,F,57,3346.22,Low,Working,74361.56,2,121,Urban,137210.49,0
C-11863,Geraldine Pankey,F,40,2171.16,Low,Working,96246.97,1,593,Semi-Urban,134019.48,0
C-23995,Ivory Trotta,M,43,1681.55,Low,Commercial associate,17632.74,0,408,Rural,20529.61,0
C-5341,Terrance Haggins,M,43,2476.25,Low,Commercial associate,86557.25,3,323,Rural,162021.28,0
C-9075,Ivory Boan,F,42,1260.04,Low,Commercial associate,18756.07,0,865,Semi-Urban,23121.02,0
C-46552,Maricela Dyess,F,63,4398.65,High,Pensioner,134423.56,2,31,Semi-Urban,184277.2,0
C-46614,Bert Jetter,M,62,1732.73,High,Pensioner,110369.01,3,983,Semi-Urban,191429.31,0
C-48073,Rosetta Weisman,F,24,1435.22,Low,Commercial associate,41864.98,2,304,Rural,78219.18,0
C-46902,Lesia Hauser,M,58,5708.22,Low,Working,228929.04,1,172,Urban,278458.75,0
C-37011,Polly Ficklin,F,65,2695.69,High,Pensioner,221818.79,2,683,Rural,293462.86,0
C-44820,Erich Reagle,F,64,1126.78,High,Pensioner,110811.6,2,777,Semi-Urban,168002.06,0
C-44284,Magdalena Troyer,F,39,975.08,Low,State servant,37355.38,2,280,Semi-Urban,47951.81,0
C-7252,Nathalie Hudnall,M,27,6992.15,Low,Working,106552.54,2,221,Semi-Urban,199251.49,0
C-43515,Anisha Eddleman,F,32,4142.92,Low,Working,72731.2,2,101,Semi-Urban,120782.91,0
C-35533,Larae Acheson,F,49,1992.3,Low,Working,55850.54,4,583,Semi-Urban,97314.73,0
C-40336,Kendrick Trudell,M,37,1867.19,Low,State servant,77045.21,2,299,Semi-Urban,115739.15,0
C-41451,Albertina Para,M,32,1260.94,Low,Working,48486.8,3,765,Rural,92037.73,0
C-18784,Princess Holscher,F,35,3947.89,Low,Working,150574.75,2,784,Rural,203898.76,0
C-45669,Enola Cimino,F,37,1725.24,Low,Working,97289.75,2,257,Semi-Urban,138471.69,0
C-32846,Caroline Farias,F,59,1832.53,Low,Working,43854.22,1,670,Semi-Urban,80620.54,0
C-48850,Keren Dagenhart,F,35,1626.57,Low,Commercial associate,134439.69,3,2,Semi-Urban,152111.19,0
C-41607,Kenny Millican,M,33,2324.07,Low,Working,113438.4,2,529,Rural,142413.47,0
C-45780,Joaquin Oatis,M,42,5252.21,Low,Working,90971.32,3,50,Semi-Urban,146212.65,0
C-44058,Tobias Ratliff,F,47,1380.38,Low,Working,25027.99,3,753,Rural,38616.84,0
C-42464,Neoma Markland,F,30,1871.43,Low,Working,67148.07,2,618,Semi-Urban,89596.07,0
C-42230,Bernadine Gessner,M,54,1986.11,Low,Working,18955.41,3,962,Semi-Urban,26693.6,0
C-49173,Kenny Fripp,F,40,1034.61,Low,Working,74494.53,2,262,Rural,88281.73,0
C-36450,Keva Beers,M,58,2374.62,Low,Working,153043.29,3,187,Semi-Urban,268251.61,0
C-47287,Janel Centers,F,35,1367.18,Low,Working,120127.44,2,833,Rural,186566.65,0
C-43995,Sachiko Fitzhugh,M,27,2877.18,Low,State servant,105090.51,3,955,Semi-Urban,190676.06,0
C-42833,Ozella Hoffman,M,59,2624.68,Low,Working,243566.59,2,235,Semi-Urban,316051.84,0
C-45641,Sidney Towne,F,56,2150.9,Low,Commercial associate,162177.92,2,6,Semi-Urban,276148.29,0
C-45132,Rufus Reitzel,M,55,1847.13,Low,Working,15187.98,1,344,Rural,24819.45,0
C-17715,Genie Zinck,F,22,1267.06,Low,Working,27527.98,2,609,Semi-Urban,45732.25,0
C-49966,Vinnie Smock,M,33,3425.86,Low,Working,135916.81,2,185,Rural,157479.6,0
C-41719,Ardella Grasso,F,58,3361.31,Low,Working,53071.68,1,818,Semi-Urban,60945.63,0
C-47679,Ming Tallmadge,M,28,2820.17,Low,Working,34776.74,4,43,Semi-Urban,49030.93,0
C-45593,Rosio Eisenman,M,41,1517.85,Low,Working,34482.12,2,665,Semi-Urban,40844.21,0
C-47683,Regenia Elem,M,18,2622.82,Low,State servant,16966.89,2,796,Semi-Urban,20816.54,0
C-43265,Ulrike Leblanc,M,47,1233.34,Low,Working,70317.23,3,435,Rural,87803.56,0
C-20158,Migdalia Furrow,F,18,1611.71,Low,Commercial associate,58598.37,0,31,Rural,99870.69,0
C-46917,Sharita Gilkison,M,47,1605.17,Low,Working,11492.69,2,944,Semi-Urban,21834.97,0
C-43418,Miguelina Mcfarlin,F,28,1102.19,Low,Working,115236.49,3,14,Semi-Urban,130152.77,0
C-41501,Sadie Zieman,M,29,2622.4,Low,Commercial associate,47682.25,2,687,Semi-Urban,61997.43,0
C-45528,Guy Salinas,F,20,6673.14,Low,Working,104622.67,3,643,Semi-Urban,118877.52,0
C-46651,Rod Pulver,M,41,2419.23,Low,Working,101042.23,2,576,Semi-Urban,125029.43,0
C-22814,Steve Goya,M,53,2426.97,Low,Commercial associate,95958.14,2,752,Semi-Urban,157306.78,0
C-45895,Jocelyn Drewry,F,31,3459.3,Low,Commercial associate,105680.23,2,7,Semi-Urban,168360.88,0
C-47234,Francie Camacho,M,65,1952.05,High,Pensioner,80544.04,1,911,Semi-Urban,122230.39,0
C-44087,Gilda Razor,F,64,1001.96,High,Pensioner,24673.95,1,433,Rural,29108.23,0
C-47338,Maryln Wind,F,30,2840.56,Low,Working,32828.39,3,425,Rural,44905.39,0
C-42121,Anisha Buesing,M,30,1676.48,Low,Commercial associate,46715.52,1,43,Urban,69345.74,0
C-41911,Lida Santistevan,F,20,2417.02,Low,Working,38213.63,1,95,Semi-Urban,50447.97,0
C-45741,Sidney Eubanks,M,63,4389.88,Low,Working,114121.22,2,63,Semi-Urban,184385.95,0
C-46190,Meghann Bowerman,M,35,814.85,Low,Working,18369.82,3,918,Semi-Urban,24740.71,0
C-47926,Opal Jarrard,F,19,1268.86,Low,Commercial associate,40817.1,4,585,Semi-Urban,75737.07,0
C-2139,Thea Miser,F,33,4931.59,Low,Working,74888.22,1,77,Semi-Urban,126711.74,0
C-46304,Luvenia Wigington,F,18,1352.03,Low,Working,39180.27,3,142,Semi-Urban,48614.44,0
C-46840,Neoma Everts,M,51,4879.75,Low,Working,57752.85,2,251,Semi-Urban,83412.55,0
C-44254,Teri Canales,F,18,1253.02,Low,Working,34791.11,4,808,Semi-Urban,43931.67,0
C-43005,Odessa Vautour,F,61,2026.37,High,Pensioner,154111.8,2,308,Rural,170170.39,0
C-45931,Elidia Dambrosia,F,18,2908.01,Low,State servant,94826.33,2,925,Rural,145521.29,0
C-47408,Luciano Centers,F,34,1243.75,Low,Working,100339.28,2,644,Semi-Urban,180505.55,0
C-46195,Brendan Tarr,F,24,1392.08,Low,Working,65032.65,1,948,Semi-Urban,87494.38,0
C-49593,Stella Sprankle,F,38,2442.62,Low,Working,58431.88,2,521,Urban,75486.55,0
C-48370,Mara Lilienthal,M,65,2606.67,High,Pensioner,81580.68,2,334,Urban,95260.21,0
C-45225,Gerard Lenhardt,M,19,2202.02,Low,Working,30714.78,1,615,Semi-Urban,44723.72,0
C-32353,Mason Killingsworth,F,19,2420.8,Low,Working,41406.6,1,367,Semi-Urban,52886.75,0
C-31743,Yee Verne,F,38,2330.78,Low,Working,72599.31,4,406,Semi-Urban,132686.95,0
C-47820,Janelle Oddo,F,46,3729.92,Low,Working,182910.18,2,890,Semi-Urban,334012.01,0
C-45020,Fumiko Tramel,M,18,3054.28,Low,State servant,181401.33,3,49,Urban,309971.27,0
C-34174,Dwain Hughley,M,18,2458.15,Low,Working,32420.36,3,870,Semi-Urban,41872.9,0
C-16886,Anisha Holz,F,32,2880.84,Low,Working,44301.31,3,673,Semi-Urban,59849.5,0
C-44581,Felicita Luciani,M,55,2302.55,Low,Working,207735.68,2,686,Semi-Urban,349408.87,0
C-43639,Ranee Patrick,F,18,2094.19,Low,Commercial associate,68937.21,1,782,Semi-Urban,95713.38,0
C-48746,Mana Ferber,M,51,3966.23,Low,Working,78386.07,1,497,Semi-Urban,124478.27,0
C-46313,Vera Sherlock,F,24,1602.69,Low,Working,13448.78,3,607,Rural,24776.94,0
C-37217,Vina Nicastro,M,18,1856.75,Low,Working,171405.34,3,450,Semi-Urban,219660.96,0
C-45232,Albertina Centers,F,18,1512.29,Low,Working,40052.62,4,744,Semi-Urban,51143.34,0
C-43708,Karri Damron,F,58,6072.06,Low,Working,135212.46,1,562,Semi-Urban,163471.15,0
C-36780,Genaro Sward,F,44,2446.55,Low,Working,62703.45,3,550,Semi-Urban,91118.78,0
C-44216,Bridget Beauchesne,F,20,1588.74,Low,Working,83410.22,3,894,Rural,122691.26,0
C-41766,Jeanine Rakow,M,46,1971.38,Low,Working,53358.87,3,801,Semi-Urban,78224.53,0
C-48044,Nilda Saraiva,M,21,4020.49,Low,State servant,184207.55,2,336,Semi-Urban,216362.6,0
C-33337,Janelle Nelligan,F,21,1837.67,Low,Working,33375.7,4,578,Semi-Urban,45433.47,0
C-37950,Sidney Piekarski,F,23,941.57,Low,Working,17498.9,2,451,Rural,26638.94,0
C-49742,Bernadine Lachowicz,M,28,1266.72,Low,Working,32842.35,2,365,Semi-Urban,48795.08,0
C-48788,Mechelle Jenney,M,18,2069.07,Low,Commercial associate,51425.01,3,566,Urban,74521.77,0
C-11364,Gilda Trull,M,18,1398.77,Low,Working,65236.62,2,163,Rural,76608.73,0
C-22967,Dulcie Pfarr,M,34,1574.62,Low,Working,18350.06,4,676,Semi-Urban,32588.74,0
C-42459,Nana Wymore,F,45,1916.14,Low,Working,115798.28,2,224,Urban,207283.23,0
C-19537,Michelina Bremer,M,57,2370.98,Low,Working,40042.16,3,812,Rural,58646.11,0
C-3300,Azzie Sapp,F,62,2676.14,Low,Commercial associate,187766.92,2,61,Urban,320906.49,0
C-42663,Krystina Vann,F,18,3088.25,Low,Commercial associate,27341.83,2,265,Semi-Urban,30813.17,0
C-45758,Luciano Valenzuela,F,37,2047.29,Low,Commercial associate,69038.96,2,836,Semi-Urban,82702.86,0
C-42048,Leeanna Rippel,F,25,748.18,Low,Commercial associate,33522.8,3,878,Semi-Urban,58902.08,0
C-46542,Luciana Ortego,M,63,5589.64,Low,Commercial associate,113307.87,2,722,Urban,150267.46,0
C-46480,Elden Chamberlain,F,34,1815.32,Low,Working,24164.63,2,214,Semi-Urban,34597.29,0
C-45484,Ilda Soltis,M,18,2610.55,Low,State servant,80663.66,1,424,Semi-Urban,151211.02,0
C-35349,Brendan Mccumber,M,18,1367.48,Low,Working,99477.12,3,872,Rural,164583.56,0
C-46923,Ferne Lindamood,F,23,1525.33,Low,Working,106174.13,2,271,Semi-Urban,165369.61,0
C-44829,Patrick Leclerc,F,40,1737.28,Low,Working,32278.12,3,397,Semi-Urban,50951.65,0
C-28733,Sonny Dudgeon,F,18,1966.47,Low,Commercial associate,21086.19,2,475,Semi-Urban,39684.94,0
C-43003,Alanna Dungy,F,18,2298.24,Low,Commercial associate,187143.13,2,743,Semi-Urban,259961.89,0
C-41455,Araceli Bruneau,M,20,1305.58,Low,Working,77260.94,3,909,Semi-Urban,106717.11,0
C-41829,Marilynn Colegrove,M,18,2740.58,Low,Commercial associate,180157.52,2,914,Rural,221414.26,0
C-46682,Noe Toledo,M,63,4895.13,Low,Working,82428.92,2,176,Urban,154372.67,0
C-33101,Annelle Imai,F,48,2115.75,Low,Working,89992.76,2,650,Rural,103780.42,0
C-21208,Shona Stallings,F,55,1839.3,Low,Working,82027.22,3,494,Semi-Urban,143943.03,0
C-31278,Leanne Joye,F,53,2741.52,Low,Commercial associate,183545.94,2,813,Semi-Urban,305046.39,0
C-47383,Aisha Twilley,F,65,2053.34,High,Pensioner,78421.62,2,393,Semi-Urban,121934.41,0
C-41703,Ladawn Adkins,F,59,2379.74,Low,Working,64859.92,3,209,Rural,114116.49,0
C-38136,Sade Szabo,F,25,1693.19,Low,Commercial associate,48039.33,1,320,Rural,81559.2,0
C-41453,Kristeen Bourgault,M,62,2091.7,Low,Working,161177.42,2,807,Semi-Urban,303214.41,0
C-35768,Janina Robbs,F,57,2019.65,Low,Working,76237.28,2,287,Semi-Urban,134917.09,0
C-47222,Keitha Hollifield,F,37,1024.99,Low,Working,43952.11,3,61,Semi-Urban,57487.04,0
C-44783,Caroyln Alameda,F,18,2830.14,Low,Working,42389.91,1,417,Semi-Urban,66377.46,0
C-44070,Karri Pfarr,M,18,1481.57,Low,Working,88497.05,2,291,Rural,142857.52,0
C-25355,Thea Grimm,M,20,2444.73,Low,Working,80630.48,2,834,Semi-Urban,152953.25,0
C-49174,Gertrud Spicher,M,58,1694.52,Low,Commercial associate,44415.55,1,911,Semi-Urban,69300.01,0
C-46879,Grace Cimino,F,52,1000.05,Low,Commercial associate,42769.81,4,204,Semi-Urban,59274.18,0
C-46488,Vaughn Lawry,F,25,1689.51,Low,Working,223252.57,3,220,Semi-Urban,365603.55,0
C-44406,Bette Batres,M,18,1783.52,Low,Commercial associate,226751.05,2,612,Urban,360341.67,0
